Tran	Gene
ENSRNOT00000090498	ENSRNOG00000052955
ENSRNOT00000090499	ENSRNOG00000059461
ENSRNOT00000090500	ENSRNOG00000046022
ENSRNOT00000090501	ENSRNOG00000053358
ENSRNOT00000090503	ENSRNOG00000054443
ENSRNOT00000090504	ENSRNOG00000059190
ENSRNOT00000090505	ENSRNOG00000052437
ENSRNOT00000090506	ENSRNOG00000057556
ENSRNOT00000090507	ENSRNOG00000061542
ENSRNOT00000090508	ENSRNOG00000056447
ENSRNOT00000090509	ENSRNOG00000058471
ENSRNOT00000090510	ENSRNOG00000042287
ENSRNOT00000090511	ENSRNOG00000060774
ENSRNOT00000090512	ENSRNOG00000016196
ENSRNOT00000090513	ENSRNOG00000055468
ENSRNOT00000090514	ENSRNOG00000054137
ENSRNOT00000090515	ENSRNOG00000061526
ENSRNOT00000090516	ENSRNOG00000057777
ENSRNOT00000090517	ENSRNOG00000059011
ENSRNOT00000090518	ENSRNOG00000000435
ENSRNOT00000090519	ENSRNOG00000015852
ENSRNOT00000090520	ENSRNOG00000013103
ENSRNOT00000090521	ENSRNOG00000055547
ENSRNOT00000090522	ENSRNOG00000054899
ENSRNOT00000090523	ENSRNOG00000058061
ENSRNOT00000090524	ENSRNOG00000053296
ENSRNOT00000090525	ENSRNOG00000061225
ENSRNOT00000090526	ENSRNOG00000052343
ENSRNOT00000090527	ENSRNOG00000054750
ENSRNOT00000090528	ENSRNOG00000061870
ENSRNOT00000090529	ENSRNOG00000055275
ENSRNOT00000090530	ENSRNOG00000060301
ENSRNOT00000090531	ENSRNOG00000061896
ENSRNOT00000090532	ENSRNOG00000056767
ENSRNOT00000090533	ENSRNOG00000054154
ENSRNOT00000090534	ENSRNOG00000057498
ENSRNOT00000090535	ENSRNOG00000059088
ENSRNOT00000090536	ENSRNOG00000015616
ENSRNOT00000090537	ENSRNOG00000059532
ENSRNOT00000090538	ENSRNOG00000010680
ENSRNOT00000090539	ENSRNOG00000061298
ENSRNOT00000090540	ENSRNOG00000042781
ENSRNOT00000090541	ENSRNOG00000056094
ENSRNOT00000090542	ENSRNOG00000054713
ENSRNOT00000090543	ENSRNOG00000012034
ENSRNOT00000090544	ENSRNOG00000002863
ENSRNOT00000090545	ENSRNOG00000020830
ENSRNOT00000090546	ENSRNOG00000060525
ENSRNOT00000090547	ENSRNOG00000054212
ENSRNOT00000090548	ENSRNOG00000056007
ENSRNOT00000090549	ENSRNOG00000051481
ENSRNOT00000090550	ENSRNOG00000055720
ENSRNOT00000090551	ENSRNOG00000054380
ENSRNOT00000090552	ENSRNOG00000055314
ENSRNOT00000090553	ENSRNOG00000056430
ENSRNOT00000090554	ENSRNOG00000003846
ENSRNOT00000090555	ENSRNOG00000055787
ENSRNOT00000090556	ENSRNOG00000059651
ENSRNOT00000090557	ENSRNOG00000053849
ENSRNOT00000090558	ENSRNOG00000057011
ENSRNOT00000090559	ENSRNOG00000053547
ENSRNOT00000090560	ENSRNOG00000003985
ENSRNOT00000090561	ENSRNOG00000027540
ENSRNOT00000090562	ENSRNOG00000056586
ENSRNOT00000090563	ENSRNOG00000052280
ENSRNOT00000090564	ENSRNOG00000053363
ENSRNOT00000090565	ENSRNOG00000012295
ENSRNOT00000090566	ENSRNOG00000009724
ENSRNOT00000090567	ENSRNOG00000060209
ENSRNOT00000090568	ENSRNOG00000056675
ENSRNOT00000090569	ENSRNOG00000060281
ENSRNOT00000090570	ENSRNOG00000060639
ENSRNOT00000090571	ENSRNOG00000060883
ENSRNOT00000090572	ENSRNOG00000011969
ENSRNOT00000090573	ENSRNOG00000061152
ENSRNOT00000090574	ENSRNOG00000057545
ENSRNOT00000090575	ENSRNOG00000054901
ENSRNOT00000090576	ENSRNOG00000010150
ENSRNOT00000090577	ENSRNOG00000052575
ENSRNOT00000090578	ENSRNOG00000054095
ENSRNOT00000090579	ENSRNOG00000016180
ENSRNOT00000090580	ENSRNOG00000051479
ENSRNOT00000090581	ENSRNOG00000056273
ENSRNOT00000090582	ENSRNOG00000052196
ENSRNOT00000090583	ENSRNOG00000060349
ENSRNOT00000090584	ENSRNOG00000056760
ENSRNOT00000090585	ENSRNOG00000061723
ENSRNOT00000090586	ENSRNOG00000055793
ENSRNOT00000090587	ENSRNOG00000024661
ENSRNOT00000090588	ENSRNOG00000008312
ENSRNOT00000090589	ENSRNOG00000061422
ENSRNOT00000090590	ENSRNOG00000059682
ENSRNOT00000090591	ENSRNOG00000054368
ENSRNOT00000090592	ENSRNOG00000053621
ENSRNOT00000090593	ENSRNOG00000061876
ENSRNOT00000090594	ENSRNOG00000054124
ENSRNOT00000090595	ENSRNOG00000002216
ENSRNOT00000090596	ENSRNOG00000055648
ENSRNOT00000090597	ENSRNOG00000060665
ENSRNOT00000090598	ENSRNOG00000059208
ENSRNOT00000090599	ENSRNOG00000008471
ENSRNOT00000090600	ENSRNOG00000011519
ENSRNOT00000090601	ENSRNOG00000056512
ENSRNOT00000090602	ENSRNOG00000061217
ENSRNOT00000090603	ENSRNOG00000016871
ENSRNOT00000090605	ENSRNOG00000054098
ENSRNOT00000090606	ENSRNOG00000057638
ENSRNOT00000090607	ENSRNOG00000057105
ENSRNOT00000090608	ENSRNOG00000057915
ENSRNOT00000090609	ENSRNOG00000059560
ENSRNOT00000090610	ENSRNOG00000054169
ENSRNOT00000090611	ENSRNOG00000056483
ENSRNOT00000090612	ENSRNOG00000057995
ENSRNOT00000090613	ENSRNOG00000053199
ENSRNOT00000090614	ENSRNOG00000058650
ENSRNOT00000090615	ENSRNOG00000051915
ENSRNOT00000090616	ENSRNOG00000013002
ENSRNOT00000090617	ENSRNOG00000055799
ENSRNOT00000090618	ENSRNOG00000052702
ENSRNOT00000090619	ENSRNOG00000057385
ENSRNOT00000090620	ENSRNOG00000053438
ENSRNOT00000090621	ENSRNOG00000032659
ENSRNOT00000090622	ENSRNOG00000057012
ENSRNOT00000090623	ENSRNOG00000059133
ENSRNOT00000090624	ENSRNOG00000056656
ENSRNOT00000090625	ENSRNOG00000058232
ENSRNOT00000090626	ENSRNOG00000059199
ENSRNOT00000090627	ENSRNOG00000052077
ENSRNOT00000090628	ENSRNOG00000061743
ENSRNOT00000090629	ENSRNOG00000020578
ENSRNOT00000090630	ENSRNOG00000052647
ENSRNOT00000090631	ENSRNOG00000056382
ENSRNOT00000090632	ENSRNOG00000053763
ENSRNOT00000090633	ENSRNOG00000057161
ENSRNOT00000090634	ENSRNOG00000056646
ENSRNOT00000090635	ENSRNOG00000059631
ENSRNOT00000090636	ENSRNOG00000017386
ENSRNOT00000090637	ENSRNOG00000008785
ENSRNOT00000090638	ENSRNOG00000018960
ENSRNOT00000090639	ENSRNOG00000061569
ENSRNOT00000090640	ENSRNOG00000053867
ENSRNOT00000090641	ENSRNOG00000027468
ENSRNOT00000090642	ENSRNOG00000058291
ENSRNOT00000090643	ENSRNOG00000023809
ENSRNOT00000090644	ENSRNOG00000010714
ENSRNOT00000090645	ENSRNOG00000054328
ENSRNOT00000090646	ENSRNOG00000012757
ENSRNOT00000090647	ENSRNOG00000016031
ENSRNOT00000090648	ENSRNOG00000054680
ENSRNOT00000090649	ENSRNOG00000061228
ENSRNOT00000090650	ENSRNOG00000059958
ENSRNOT00000090651	ENSRNOG00000054990
ENSRNOT00000090652	ENSRNOG00000017007
ENSRNOT00000090653	ENSRNOG00000020865
ENSRNOT00000090654	ENSRNOG00000002227
ENSRNOT00000090655	ENSRNOG00000054014
ENSRNOT00000090656	ENSRNOG00000054112
ENSRNOT00000090657	ENSRNOG00000056908
ENSRNOT00000090658	ENSRNOG00000052613
ENSRNOT00000090659	ENSRNOG00000005465
ENSRNOT00000090660	ENSRNOG00000061168
ENSRNOT00000090661	ENSRNOG00000061448
ENSRNOT00000090662	ENSRNOG00000007084
ENSRNOT00000090663	ENSRNOG00000059705
ENSRNOT00000090664	ENSRNOG00000059469
ENSRNOT00000090665	ENSRNOG00000061530
ENSRNOT00000090666	ENSRNOG00000023588
ENSRNOT00000090668	ENSRNOG00000003917
ENSRNOT00000090669	ENSRNOG00000053153
ENSRNOT00000090670	ENSRNOG00000057119
ENSRNOT00000090671	ENSRNOG00000057227
ENSRNOT00000090672	ENSRNOG00000054735
ENSRNOT00000090673	ENSRNOG00000006355
ENSRNOT00000090674	ENSRNOG00000017536
ENSRNOT00000090675	ENSRNOG00000052772
ENSRNOT00000090676	ENSRNOG00000051875
ENSRNOT00000090677	ENSRNOG00000052538
ENSRNOT00000090679	ENSRNOG00000051911
ENSRNOT00000090680	ENSRNOG00000011059
ENSRNOT00000090681	ENSRNOG00000060583
ENSRNOT00000090682	ENSRNOG00000061711
ENSRNOT00000090683	ENSRNOG00000059194
ENSRNOT00000090684	ENSRNOG00000061790
ENSRNOT00000090685	ENSRNOG00000059922
ENSRNOT00000090686	ENSRNOG00000059161
ENSRNOT00000090687	ENSRNOG00000056095
ENSRNOT00000090688	ENSRNOG00000054272
ENSRNOT00000090689	ENSRNOG00000023456
ENSRNOT00000090690	ENSRNOG00000051961
ENSRNOT00000090691	ENSRNOG00000007624
ENSRNOT00000090692	ENSRNOG00000057603
ENSRNOT00000090693	ENSRNOG00000002657
ENSRNOT00000090694	ENSRNOG00000059674
ENSRNOT00000090695	ENSRNOG00000042094
ENSRNOT00000090696	ENSRNOG00000053108
ENSRNOT00000090697	ENSRNOG00000018191
ENSRNOT00000090699	ENSRNOG00000012168
ENSRNOT00000090700	ENSRNOG00000012427
ENSRNOT00000090701	ENSRNOG00000057612
ENSRNOT00000090702	ENSRNOG00000014819
ENSRNOT00000090703	ENSRNOG00000059224
ENSRNOT00000090704	ENSRNOG00000057681
ENSRNOT00000090705	ENSRNOG00000011317
ENSRNOT00000090706	ENSRNOG00000060266
ENSRNOT00000090707	ENSRNOG00000013669
ENSRNOT00000090708	ENSRNOG00000031562
ENSRNOT00000090709	ENSRNOG00000060611
ENSRNOT00000090710	ENSRNOG00000053126
ENSRNOT00000090711	ENSRNOG00000058753
ENSRNOT00000090712	ENSRNOG00000052574
ENSRNOT00000090713	ENSRNOG00000053486
ENSRNOT00000090714	ENSRNOG00000056341
ENSRNOT00000090715	ENSRNOG00000054974
ENSRNOT00000090716	ENSRNOG00000005765
ENSRNOT00000090717	ENSRNOG00000010133
ENSRNOT00000090718	ENSRNOG00000055718
ENSRNOT00000090719	ENSRNOG00000051778
ENSRNOT00000090720	ENSRNOG00000061385
ENSRNOT00000090721	ENSRNOG00000052796
ENSRNOT00000090722	ENSRNOG00000056543
ENSRNOT00000090723	ENSRNOG00000053057
ENSRNOT00000090724	ENSRNOG00000005124
ENSRNOT00000090725	ENSRNOG00000051620
ENSRNOT00000090726	ENSRNOG00000014055
ENSRNOT00000090727	ENSRNOG00000060775
ENSRNOT00000090728	ENSRNOG00000053397
ENSRNOT00000090729	ENSRNOG00000021101
ENSRNOT00000090730	ENSRNOG00000060185
ENSRNOT00000090731	ENSRNOG00000060137
ENSRNOT00000090732	ENSRNOG00000061113
ENSRNOT00000090733	ENSRNOG00000053998
ENSRNOT00000090734	ENSRNOG00000057528
ENSRNOT00000090735	ENSRNOG00000055226
ENSRNOT00000090736	ENSRNOG00000055426
ENSRNOT00000090737	ENSRNOG00000054303
ENSRNOT00000090738	ENSRNOG00000051647
ENSRNOT00000090739	ENSRNOG00000006615
ENSRNOT00000090740	ENSRNOG00000054351
ENSRNOT00000090741	ENSRNOG00000061783
ENSRNOT00000090742	ENSRNOG00000058174
ENSRNOT00000090743	ENSRNOG00000061307
ENSRNOT00000090744	ENSRNOG00000053038
ENSRNOT00000090745	ENSRNOG00000061299
ENSRNOT00000090746	ENSRNOG00000051421
ENSRNOT00000090747	ENSRNOG00000057501
ENSRNOT00000090748	ENSRNOG00000058424
ENSRNOT00000090749	ENSRNOG00000060732
ENSRNOT00000090750	ENSRNOG00000060609
ENSRNOT00000090751	ENSRNOG00000026319
ENSRNOT00000090752	ENSRNOG00000058419
ENSRNOT00000090753	ENSRNOG00000053750
ENSRNOT00000090754	ENSRNOG00000061656
ENSRNOT00000090755	ENSRNOG00000012684
ENSRNOT00000090756	ENSRNOG00000057212
ENSRNOT00000090757	ENSRNOG00000061781
ENSRNOT00000090758	ENSRNOG00000052927
ENSRNOT00000090759	ENSRNOG00000051634
ENSRNOT00000090760	ENSRNOG00000058916
ENSRNOT00000090761	ENSRNOG00000060582
ENSRNOT00000090762	ENSRNOG00000014171
ENSRNOT00000090763	ENSRNOG00000010714
ENSRNOT00000090764	ENSRNOG00000025295
ENSRNOT00000090765	ENSRNOG00000018018
ENSRNOT00000090766	ENSRNOG00000055970
ENSRNOT00000090767	ENSRNOG00000058251
ENSRNOT00000090768	ENSRNOG00000061006
ENSRNOT00000090769	ENSRNOG00000052590
ENSRNOT00000090770	ENSRNOG00000054163
ENSRNOT00000090771	ENSRNOG00000045920
ENSRNOT00000090772	ENSRNOG00000056255
ENSRNOT00000090773	ENSRNOG00000053659
ENSRNOT00000090774	ENSRNOG00000005731
ENSRNOT00000090775	ENSRNOG00000052038
ENSRNOT00000090776	ENSRNOG00000052717
ENSRNOT00000090777	ENSRNOG00000060289
ENSRNOT00000090778	ENSRNOG00000060776
ENSRNOT00000090779	ENSRNOG00000016283
ENSRNOT00000090780	ENSRNOG00000007726
ENSRNOT00000090781	ENSRNOG00000051501
ENSRNOT00000090782	ENSRNOG00000053232
ENSRNOT00000090783	ENSRNOG00000057220
ENSRNOT00000090784	ENSRNOG00000061246
ENSRNOT00000090785	ENSRNOG00000059992
ENSRNOT00000090786	ENSRNOG00000002368
ENSRNOT00000090787	ENSRNOG00000058218
ENSRNOT00000090788	ENSRNOG00000053287
ENSRNOT00000090789	ENSRNOG00000057304
ENSRNOT00000090790	ENSRNOG00000055716
ENSRNOT00000090791	ENSRNOG00000033215
ENSRNOT00000090792	ENSRNOG00000051630
ENSRNOT00000090793	ENSRNOG00000054231
ENSRNOT00000090794	ENSRNOG00000014548
ENSRNOT00000090795	ENSRNOG00000058317
ENSRNOT00000090796	ENSRNOG00000013718
ENSRNOT00000090797	ENSRNOG00000060719
ENSRNOT00000090799	ENSRNOG00000047513
ENSRNOT00000090800	ENSRNOG00000058488
ENSRNOT00000090801	ENSRNOG00000058717
ENSRNOT00000090802	ENSRNOG00000004812
ENSRNOT00000090803	ENSRNOG00000057834
ENSRNOT00000090804	ENSRNOG00000054404
ENSRNOT00000090805	ENSRNOG00000053982
ENSRNOT00000090806	ENSRNOG00000055018
ENSRNOT00000090807	ENSRNOG00000061759
ENSRNOT00000090808	ENSRNOG00000006197
ENSRNOT00000090809	ENSRNOG00000052688
ENSRNOT00000090810	ENSRNOG00000055870
ENSRNOT00000090811	ENSRNOG00000056374
ENSRNOT00000090812	ENSRNOG00000059959
ENSRNOT00000090813	ENSRNOG00000052803
ENSRNOT00000090814	ENSRNOG00000052039
ENSRNOT00000090815	ENSRNOG00000015799
ENSRNOT00000090816	ENSRNOG00000004496
ENSRNOT00000090817	ENSRNOG00000011644
ENSRNOT00000090818	ENSRNOG00000059159
ENSRNOT00000090819	ENSRNOG00000058909
ENSRNOT00000090820	ENSRNOG00000054603
ENSRNOT00000090821	ENSRNOG00000054110
ENSRNOT00000090822	ENSRNOG00000060467
ENSRNOT00000090823	ENSRNOG00000055887
ENSRNOT00000090824	ENSRNOG00000055637
ENSRNOT00000090825	ENSRNOG00000058085
ENSRNOT00000090826	ENSRNOG00000058032
ENSRNOT00000090827	ENSRNOG00000018507
ENSRNOT00000090828	ENSRNOG00000060514
ENSRNOT00000090829	ENSRNOG00000058239
ENSRNOT00000090830	ENSRNOG00000053825
ENSRNOT00000090831	ENSRNOG00000001055
ENSRNOT00000090832	ENSRNOG00000015295
ENSRNOT00000090833	ENSRNOG00000061102
ENSRNOT00000090834	ENSRNOG00000052873
ENSRNOT00000090835	ENSRNOG00000052100
ENSRNOT00000090836	ENSRNOG00000057929
ENSRNOT00000090837	ENSRNOG00000061520
ENSRNOT00000090838	ENSRNOG00000020695
ENSRNOT00000090839	ENSRNOG00000009590
ENSRNOT00000090840	ENSRNOG00000061277
ENSRNOT00000090841	ENSRNOG00000058534
ENSRNOT00000090842	ENSRNOG00000058215
ENSRNOT00000090843	ENSRNOG00000053732
ENSRNOT00000090844	ENSRNOG00000042496
ENSRNOT00000090845	ENSRNOG00000061126
ENSRNOT00000090846	ENSRNOG00000053455
ENSRNOT00000090847	ENSRNOG00000005652
ENSRNOT00000090848	ENSRNOG00000004018
ENSRNOT00000090849	ENSRNOG00000007769
ENSRNOT00000090850	ENSRNOG00000054209
ENSRNOT00000090851	ENSRNOG00000058259
ENSRNOT00000090852	ENSRNOG00000023216
ENSRNOT00000090853	ENSRNOG00000057832
ENSRNOT00000090854	ENSRNOG00000055997
ENSRNOT00000090855	ENSRNOG00000055412
ENSRNOT00000090856	ENSRNOG00000055436
ENSRNOT00000090857	ENSRNOG00000052549
ENSRNOT00000090858	ENSRNOG00000053210
ENSRNOT00000090859	ENSRNOG00000057919
ENSRNOT00000090860	ENSRNOG00000054801
ENSRNOT00000090861	ENSRNOG00000038366
ENSRNOT00000090862	ENSRNOG00000061497
ENSRNOT00000090863	ENSRNOG00000055206
ENSRNOT00000090864	ENSRNOG00000055133
ENSRNOT00000090865	ENSRNOG00000015519
ENSRNOT00000090866	ENSRNOG00000022356
ENSRNOT00000090867	ENSRNOG00000059207
ENSRNOT00000090868	ENSRNOG00000048239
ENSRNOT00000090869	ENSRNOG00000060870
ENSRNOT00000090870	ENSRNOG00000018467
ENSRNOT00000090871	ENSRNOG00000059058
ENSRNOT00000090872	ENSRNOG00000021206
ENSRNOT00000090873	ENSRNOG00000052600
ENSRNOT00000090874	ENSRNOG00000006206
ENSRNOT00000090875	ENSRNOG00000013195
ENSRNOT00000090876	ENSRNOG00000059053
ENSRNOT00000090877	ENSRNOG00000059555
ENSRNOT00000090878	ENSRNOG00000001915
ENSRNOT00000090879	ENSRNOG00000058302
ENSRNOT00000090880	ENSRNOG00000058598
ENSRNOT00000090881	ENSRNOG00000016388
ENSRNOT00000090882	ENSRNOG00000013920
ENSRNOT00000090883	ENSRNOG00000057706
ENSRNOT00000090884	ENSRNOG00000017254
ENSRNOT00000090885	ENSRNOG00000056537
ENSRNOT00000090886	ENSRNOG00000013742
ENSRNOT00000090887	ENSRNOG00000053960
ENSRNOT00000090889	ENSRNOG00000055778
ENSRNOT00000090890	ENSRNOG00000061262
ENSRNOT00000090891	ENSRNOG00000006582
ENSRNOT00000090892	ENSRNOG00000052949
ENSRNOT00000090893	ENSRNOG00000051782
ENSRNOT00000090895	ENSRNOG00000056478
ENSRNOT00000090897	ENSRNOG00000017120
ENSRNOT00000090898	ENSRNOG00000015541
ENSRNOT00000090899	ENSRNOG00000060442
ENSRNOT00000090900	ENSRNOG00000052432
ENSRNOT00000090901	ENSRNOG00000056460
ENSRNOT00000090902	ENSRNOG00000051633
ENSRNOT00000090903	ENSRNOG00000057527
ENSRNOT00000090904	ENSRNOG00000059638
ENSRNOT00000090905	ENSRNOG00000052793
ENSRNOT00000090906	ENSRNOG00000054382
ENSRNOT00000090907	ENSRNOG00000038242
ENSRNOT00000090908	ENSRNOG00000022778
ENSRNOT00000090909	ENSRNOG00000061178
ENSRNOT00000090910	ENSRNOG00000000778
ENSRNOT00000090911	ENSRNOG00000057563
ENSRNOT00000090912	ENSRNOG00000000082
ENSRNOT00000090914	ENSRNOG00000018839
ENSRNOT00000090915	ENSRNOG00000055628
ENSRNOT00000090916	ENSRNOG00000057827
ENSRNOT00000090917	ENSRNOG00000052527
ENSRNOT00000090918	ENSRNOG00000007345
ENSRNOT00000090919	ENSRNOG00000010086
ENSRNOT00000090920	ENSRNOG00000011823
ENSRNOT00000090921	ENSRNOG00000006248
ENSRNOT00000090922	ENSRNOG00000030877
ENSRNOT00000090923	ENSRNOG00000016021
ENSRNOT00000090924	ENSRNOG00000057197
ENSRNOT00000090925	ENSRNOG00000052795
ENSRNOT00000090926	ENSRNOG00000056210
ENSRNOT00000090927	ENSRNOG00000054655
ENSRNOT00000090928	ENSRNOG00000054495
ENSRNOT00000090929	ENSRNOG00000060803
ENSRNOT00000090930	ENSRNOG00000061528
ENSRNOT00000090931	ENSRNOG00000060705
ENSRNOT00000090932	ENSRNOG00000060168
ENSRNOT00000090933	ENSRNOG00000054920
ENSRNOT00000090934	ENSRNOG00000061909
ENSRNOT00000090935	ENSRNOG00000058466
ENSRNOT00000090936	ENSRNOG00000000774
ENSRNOT00000090937	ENSRNOG00000000774
ENSRNOT00000090938	ENSRNOG00000058724
ENSRNOT00000090939	ENSRNOG00000059538
ENSRNOT00000090940	ENSRNOG00000001727
ENSRNOT00000090941	ENSRNOG00000059882
ENSRNOT00000090942	ENSRNOG00000006642
ENSRNOT00000090943	ENSRNOG00000051748
ENSRNOT00000090944	ENSRNOG00000038406
ENSRNOT00000090945	ENSRNOG00000054658
ENSRNOT00000090946	ENSRNOG00000056376
ENSRNOT00000090947	ENSRNOG00000055147
ENSRNOT00000090948	ENSRNOG00000052592
ENSRNOT00000090949	ENSRNOG00000052253
ENSRNOT00000090950	ENSRNOG00000061256
ENSRNOT00000090951	ENSRNOG00000059624
ENSRNOT00000090952	ENSRNOG00000057792
ENSRNOT00000090953	ENSRNOG00000059384
ENSRNOT00000090954	ENSRNOG00000057990
ENSRNOT00000090955	ENSRNOG00000053602
ENSRNOT00000090956	ENSRNOG00000053685
ENSRNOT00000090957	ENSRNOG00000058305
ENSRNOT00000090958	ENSRNOG00000059939
ENSRNOT00000090959	ENSRNOG00000019560
ENSRNOT00000090961	ENSRNOG00000054760
ENSRNOT00000090962	ENSRNOG00000054728
ENSRNOT00000090963	ENSRNOG00000060477
ENSRNOT00000090964	ENSRNOG00000058475
ENSRNOT00000090965	ENSRNOG00000061551
ENSRNOT00000090966	ENSRNOG00000060937
ENSRNOT00000090967	ENSRNOG00000058525
ENSRNOT00000090968	ENSRNOG00000006779
ENSRNOT00000090969	ENSRNOG00000056492
ENSRNOT00000090970	ENSRNOG00000053428
ENSRNOT00000090971	ENSRNOG00000060228
ENSRNOT00000090972	ENSRNOG00000058524
ENSRNOT00000090973	ENSRNOG00000059871
ENSRNOT00000090974	ENSRNOG00000054243
ENSRNOT00000090975	ENSRNOG00000060044
ENSRNOT00000090976	ENSRNOG00000059367
ENSRNOT00000090977	ENSRNOG00000050473
ENSRNOT00000090978	ENSRNOG00000061705
ENSRNOT00000090979	ENSRNOG00000051447
ENSRNOT00000090980	ENSRNOG00000057504
ENSRNOT00000090981	ENSRNOG00000055377
ENSRNOT00000090982	ENSRNOG00000046845
ENSRNOT00000090983	ENSRNOG00000052967
ENSRNOT00000090984	ENSRNOG00000024170
ENSRNOT00000090985	ENSRNOG00000047503
ENSRNOT00000090986	ENSRNOG00000052605
ENSRNOT00000090987	ENSRNOG00000059474
ENSRNOT00000090988	ENSRNOG00000054916
ENSRNOT00000090989	ENSRNOG00000047374
ENSRNOT00000090990	ENSRNOG00000056348
ENSRNOT00000090991	ENSRNOG00000051588
ENSRNOT00000090992	ENSRNOG00000057593
ENSRNOT00000090993	ENSRNOG00000058912
ENSRNOT00000090994	ENSRNOG00000058623
ENSRNOT00000090995	ENSRNOG00000061255
ENSRNOT00000090996	ENSRNOG00000061687
ENSRNOT00000090997	ENSRNOG00000051847
ENSRNOT00000090999	ENSRNOG00000000798
ENSRNOT00000091000	ENSRNOG00000015054
ENSRNOT00000091001	ENSRNOG00000014323
ENSRNOT00000091002	ENSRNOG00000051658
ENSRNOT00000091003	ENSRNOG00000051770
ENSRNOT00000091004	ENSRNOG00000057096
ENSRNOT00000091005	ENSRNOG00000059792
ENSRNOT00000091006	ENSRNOG00000029425
ENSRNOT00000091007	ENSRNOG00000057749
ENSRNOT00000091008	ENSRNOG00000058913
ENSRNOT00000091011	ENSRNOG00000053129
ENSRNOT00000091013	ENSRNOG00000058180
ENSRNOT00000091014	ENSRNOG00000054601
ENSRNOT00000091015	ENSRNOG00000008741
ENSRNOT00000091016	ENSRNOG00000005659
ENSRNOT00000091017	ENSRNOG00000057637
ENSRNOT00000091018	ENSRNOG00000051946
ENSRNOT00000091019	ENSRNOG00000058874
ENSRNOT00000091020	ENSRNOG00000013872
ENSRNOT00000091021	ENSRNOG00000061127
ENSRNOT00000091022	ENSRNOG00000000857
ENSRNOT00000091023	ENSRNOG00000031325
ENSRNOT00000091024	ENSRNOG00000059089
ENSRNOT00000091025	ENSRNOG00000054213
ENSRNOT00000091026	ENSRNOG00000057933
ENSRNOT00000091027	ENSRNOG00000013027
ENSRNOT00000091028	ENSRNOG00000058052
ENSRNOT00000091029	ENSRNOG00000055557
ENSRNOT00000091030	ENSRNOG00000058648
ENSRNOT00000091031	ENSRNOG00000053171
ENSRNOT00000091032	ENSRNOG00000057239
ENSRNOT00000091033	ENSRNOG00000057346
ENSRNOT00000091034	ENSRNOG00000055653
ENSRNOT00000091035	ENSRNOG00000053107
ENSRNOT00000091036	ENSRNOG00000054521
ENSRNOT00000091037	ENSRNOG00000026376
ENSRNOT00000091038	ENSRNOG00000046333
ENSRNOT00000091039	ENSRNOG00000053819
ENSRNOT00000091040	ENSRNOG00000058856
ENSRNOT00000091041	ENSRNOG00000061612
ENSRNOT00000091042	ENSRNOG00000058269
ENSRNOT00000091044	ENSRNOG00000053288
ENSRNOT00000091045	ENSRNOG00000054528
ENSRNOT00000091046	ENSRNOG00000000105
ENSRNOT00000091047	ENSRNOG00000056909
ENSRNOT00000091048	ENSRNOG00000049056
ENSRNOT00000091049	ENSRNOG00000053539
ENSRNOT00000091050	ENSRNOG00000055579
ENSRNOT00000091051	ENSRNOG00000053147
ENSRNOT00000091052	ENSRNOG00000003302
ENSRNOT00000091053	ENSRNOG00000012832
ENSRNOT00000091054	ENSRNOG00000060649
ENSRNOT00000091055	ENSRNOG00000061258
ENSRNOT00000091056	ENSRNOG00000052143
ENSRNOT00000091057	ENSRNOG00000002746
ENSRNOT00000091058	ENSRNOG00000054309
ENSRNOT00000091059	ENSRNOG00000056604
ENSRNOT00000091060	ENSRNOG00000046196
ENSRNOT00000091061	ENSRNOG00000052418
ENSRNOT00000091062	ENSRNOG00000059358
ENSRNOT00000091063	ENSRNOG00000006523
ENSRNOT00000091064	ENSRNOG00000057565
ENSRNOT00000091065	ENSRNOG00000017403
ENSRNOT00000091066	ENSRNOG00000052123
ENSRNOT00000091067	ENSRNOG00000058675
ENSRNOT00000091068	ENSRNOG00000054224
ENSRNOT00000091069	ENSRNOG00000055171
ENSRNOT00000091070	ENSRNOG00000053940
ENSRNOT00000091071	ENSRNOG00000051631
ENSRNOT00000091072	ENSRNOG00000060934
ENSRNOT00000091073	ENSRNOG00000057650
ENSRNOT00000091074	ENSRNOG00000058713
ENSRNOT00000091075	ENSRNOG00000061046
ENSRNOT00000091076	ENSRNOG00000053477
ENSRNOT00000091077	ENSRNOG00000025300
ENSRNOT00000091078	ENSRNOG00000056606
ENSRNOT00000091079	ENSRNOG00000060482
ENSRNOT00000091080	ENSRNOG00000061835
ENSRNOT00000091081	ENSRNOG00000053907
ENSRNOT00000091082	ENSRNOG00000057365
ENSRNOT00000091083	ENSRNOG00000060015
ENSRNOT00000091084	ENSRNOG00000029260
ENSRNOT00000091085	ENSRNOG00000053731
ENSRNOT00000091086	ENSRNOG00000056320
ENSRNOT00000091087	ENSRNOG00000058510
ENSRNOT00000091088	ENSRNOG00000054546
ENSRNOT00000091089	ENSRNOG00000000053
ENSRNOT00000091090	ENSRNOG00000054266
ENSRNOT00000091091	ENSRNOG00000053046
ENSRNOT00000091092	ENSRNOG00000057190
ENSRNOT00000091093	ENSRNOG00000055873
ENSRNOT00000091094	ENSRNOG00000057778
ENSRNOT00000091095	ENSRNOG00000051952
ENSRNOT00000091096	ENSRNOG00000000451
